username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
DonyIra45939737,Sun May 12 14:15:11 +0000 2024,@DokterTifa Wong Chino dan Pendatang Chino dong tentu nya.........buat spa lagi.Rakyat Indonesia dah punya Rumah dan Tanah masing² masa mau pindah ke IKN berfikir yg realistis jng dungu permanen dipiara terus seperti Si Nganu yg bisa nya Ngibul dan Bohongi Rakyat Terus Menerus, Wong Chino dan Pendatang Chino dong tentu nyabuat spa lagiRakyat Indonesia dah punya Rumah dan Tanah masing² masa mau pindah ke IKN berfikir yg realistis jng dungu permanen dipiara terus seperti Si Nganu yg bisa nya Ngibul dan Bohongi Rakyat Terus Menerus,wong chino dan pendatang chino dong tentu nyabuat spa lagirakyat indonesia dah punya rumah dan tanah masing masa mau pindah ke ikn berfikir yg realistis jng dungu permanen dipiara terus seperti si nganu yg bisa nya ngibul dan bohongi rakyat terus menerus,"['wong', 'chino', 'dan', 'pendatang', 'chino', 'dong', 'tentu', 'nyabuat', 'spa', 'lagirakyat', 'indonesia', 'dah', 'punya', 'rumah', 'dan', 'tanah', 'masing', 'masa', 'mau', 'pindah', 'ke', 'ikn', 'berfikir', 'yg', 'realistis', 'jng', 'dungu', 'permanen', 'dipiara', 'terus', 'seperti', 'si', 'nganu', 'yg', 'bisa', 'nya', 'ngibul', 'dan', 'bohongi', 'rakyat', 'terus', 'menerus']","['chino', 'pendatang', 'chino', 'nyabuat', 'spa', 'lagirakyat', 'indonesia', 'dah', 'rumah', 'tanah', 'pindah', 'ikn', 'berfikir', 'yg', 'realistis', 'jng', 'dungu', 'permanen', 'dipiara', 'si', 'nganu', 'yg', 'nya', 'ngibul', 'bohongi', 'rakyat', 'menerus']","['chino', 'pendatang', 'chino', 'nyabuat', 'spa', 'lagirakyat', 'indonesia', 'dah', 'rumah', 'tanah', 'pindah', 'ikn', 'berfikir', 'yg', 'realistis', 'jng', 'dungu', 'permanen', 'dipiara', 'si', 'nganu', 'yg', 'nya', 'ngibul', 'bohongi', 'rakyat', 'menerus']",diidioketertifa wodang chaidano diadan pedandiatadang chaidano diodang tedantkakakakakmu dainiyaa bkakakakakmuat siapaa lahgi rssaiyaadangsaiyaadangat idandiodaiinisia diah pkakakakakmssudtertawainiyaa barkakakakakmumah diadan tadanah masidang² mdikekenal sebagaimu tapaidandiah kee ikedan berfikeir yaang repliyaalistis jadiang dikakakakakmssudtertawangkakakakakmu permadaiinidan diitapaiara tebarkakakakakmus si danjkakakakakmuragadanakakakakakmu yaang dainiyaa daberbohong diadan bohodangi rssaiyaadangsaiyaadangat tebarkakakakakmus medaiinibarkakakakakmus,Neutral
jhrendezvous,Sun May 12 14:12:13 +0000 2024,sekalinya di Bali gua tambah panik jkt aja kak gpp takut nanti di IKN ,sekalinya di Bali gua tambah panik jkt aja kak gpp takut nanti di IKN ,sekalinya di bali gua tambah panik jkt aja kak gpp takut nanti di ikn,"['sekalinya', 'di', 'bali', 'gua', 'tambah', 'panik', 'jkt', 'aja', 'kak', 'gpp', 'takut', 'nanti', 'di', 'ikn']","['sekalinya', 'bali', 'gua', 'panik', 'jkt', 'aja', 'kak', 'gpp', 'takut', 'ikn']","['sekalinya', 'bali', 'gua', 'panik', 'jkt', 'aja', 'kak', 'gpp', 'takut', 'ikn']",sekealidainiyaa dii bali saiyaa tambakh padainike jket sassajaa kessaiyaadanga gpkakakakakmulanganang pergi penkakakakakmulangainissaiyaadangdikekenal sebagaimut danadanti dii ikedan,Neutral
AliyasKartino,Sun May 12 14:12:01 +0000 2024,@DokterTifa IKN dibangun untuk china dan Singapura , IKN dibangun untuk china dan Singapura ,ikn dibangun untuk china dan singapura,"['ikn', 'dibangun', 'untuk', 'china', 'dan', 'singapura']","['ikn', 'dibangun', 'china', 'singapura']","['ikn', 'dibangun', 'china', 'singapura']",diidioketertifa ikedan diibadangkakakakakmssudtertawan kakakakakmssudtertawantkakakakakmuke chaidana diadan sidangapakakakakakmura,Neutral
kurowo__fls,Sun May 12 14:11:52 +0000 2024,@STUDSGUY @CLLim13 @Nagashima_007 @PuteraKonoha @sukmawijaya91 @Siantar72 @jokowi @DedynurPalakka @prabowo @gibran_tweet @andre_rosiade @Amotsky @007_atacante @nak_Negeri @Anak__Ogi Program makan siang gratis atau IKN? Wowok pasti lebih dahulukan program makan siang gratis anggaran dari mana itu program? Kalo program IKN dan Makan gratis gak jalan bisa masuk RSJ pendukung jokowi tuh ,               Program makan siang gratis atau IKN Wowok pasti lebih dahulukan program makan siang gratis anggaran dari mana itu program Kalo program IKN dan Makan gratis gak jalan bisa masuk RSJ pendukung jokowi tuh ,program makan siang gratis atau ikn wowok pasti lebih dahulukan program makan siang gratis anggaran dari mana itu program kalo program ikn dan makan gratis gak jalan bisa masuk rsj pendukung jokowi tuh,"['program', 'makan', 'siang', 'gratis', 'atau', 'ikn', 'wowok', 'pasti', 'lebih', 'dahulukan', 'program', 'makan', 'siang', 'gratis', 'anggaran', 'dari', 'mana', 'itu', 'program', 'kalo', 'program', 'ikn', 'dan', 'makan', 'gratis', 'gak', 'jalan', 'bisa', 'masuk', 'rsj', 'pendukung', 'jokowi', 'tuh']","['program', 'makan', 'siang', 'gratis', 'ikn', 'wowok', 'dahulukan', 'program', 'makan', 'siang', 'gratis', 'anggaran', 'program', 'kalo', 'program', 'ikn', 'makan', 'gratis', 'gak', 'jalan', 'masuk', 'rsj', 'pendukung', 'jokowi', 'tuh']","['program', 'makan', 'siang', 'gratis', 'ikn', 'wowok', 'dahulukan', 'program', 'makan', 'siang', 'gratis', 'anggaran', 'program', 'kalo', 'program', 'ikn', 'makan', 'gratis', 'gak', 'jalan', 'masuk', 'rsj', 'pendukung', 'jokowi', 'tuh']",diistkakakakakmssudahaisgkakakakakmuya diicllim13 diidanagashaima_007 diipkakakakakmuterssaiyaadangaodanotertahkakakakakmua diimaskakakakakmukemawijsaiyaadanga91 diisiadananti72 diijokeowi diidiedisiiyadanakakakakakmurpalssaiyaadangakea diiprabowo diigibabarkakakakakmuadan_tahkakakakakmueet diiadandireplya_rosiadiae diiamdikekenal sebagaimupenkakakakakmulangainiskeya dii007_atabkeamkakakakakmumdikekenal sebagaidan temadaiini diidanssaiyaadanga_daiinigeri diiadanssaiyaadanga__ogi profesionalgede rasaam mssaiyaadangaadan siadang gede rasaatis atahkakakakakmu ikedan wowoke diahkakakakakmulanganakakakakakmukeadan profesionalgede rasaam mssaiyaadangaadan siadang gede rasaatis adatidakradan diari madana itkakakakakmu profesionalgede rasaam kedikekenal sebagaimkakakakakmu profesionalgede rasaam ikedan diadan mssaiyaadangaadan gede rasaatis gssaiyaadanga ssajalahdan msamaskakakakakmuke rssaja pedandikakakakakmusepertiakakakakmssudtertawang jokeowi tkakakakakmuh,Neutral
soulavya39,Sun May 12 14:11:51 +0000 2024,lrt dahlah pak hibahin aja rumah² ikn ke penduduk lokal Kalimantan yg bapak gusur rumahnya :),lrt dahlah pak hibahin aja rumah² ikn ke penduduk lokal Kalimantan yg bapak gusur rumahnya ,lrt dahlah pak hibahin aja rumah ikn ke penduduk lokal kalimantan yg bapak gusur rumahnya,"['lrt', 'dahlah', 'pak', 'hibahin', 'aja', 'rumah', 'ikn', 'ke', 'penduduk', 'lokal', 'kalimantan', 'yg', 'bapak', 'gusur', 'rumahnya']","['lrt', 'dahlah', 'hibahin', 'aja', 'rumah', 'ikn', 'penduduk', 'lokal', 'kalimantan', 'yg', 'gusur', 'rumahnya']","['lrt', 'dahlah', 'hibahin', 'aja', 'rumah', 'ikn', 'penduduk', 'lokal', 'kalimantan', 'yg', 'gusur', 'rumahnya']",lrt diahlahh pssaiyaadanga haibahaidan sassajaa barkakakakakmumah² ikedan kee pedandikakakakakmssudahaikakakakakmuke kakakakakmkakakakakmukeal kealimadantadan yaang bapaasaiyaadanga gkakakakakmuskakakakakmur barkakakakakmumtertawadainiyaaa,Neutral
TotoBasito27847,Sun May 12 14:11:26 +0000 2024,Hanya China yang senang di IKN,Hanya China yang senang di IKN,hanya china yang senang di ikn,"['hanya', 'china', 'yang', 'senang', 'di', 'ikn']","['china', 'senang', 'ikn']","['china', 'senang', 'ikn']",tertahkakakakakmuadainiyaa chaidana iyaadang sedanadang dii ikedan,Neutral
dessytan29,Sun May 12 14:09:58 +0000 2024,.. maksudmu kau lebih beeguna dari IKN ..??, maksudmu kau lebih beeguna dari IKN ,maksudmu kau lebih beeguna dari ikn,"['maksudmu', 'kau', 'lebih', 'beeguna', 'dari', 'ikn']","['maksudmu', 'kau', 'beeguna', 'ikn']","['maksudmu', 'kau', 'beeguna', 'ikn']",mssaiyaadangaskakakakakmssudahaimkakakakakmu kedikekenal sebagaimu beegkakakakakmssudtertawana diari ikedan,Neutral
thomas_wandi34,Sun May 12 14:09:15 +0000 2024,@IKNnusantaraID Proyek IKN Nusantara mendukung transformasi ekonomi Indonesia ke arah digitalisasi, Proyek IKN Nusantara mendukung transformasi ekonomi Indonesia ke arah digitalisasi,proyek ikn nusantara mendukung transformasi ekonomi indonesia ke arah digitalisasi,"['proyek', 'ikn', 'nusantara', 'mendukung', 'transformasi', 'ekonomi', 'indonesia', 'ke', 'arah', 'digitalisasi']","['proyek', 'ikn', 'nusantara', 'mendukung', 'transformasi', 'ekonomi', 'indonesia', 'arah', 'digitalisasi']","['proyek', 'ikn', 'nusantara', 'mendukung', 'transformasi', 'ekonomi', 'indonesia', 'arah', 'digitalisasi']",diiikedatidakankakakakakmusadanantiaidi profesionalyaeke ikedan danakakakakakmusadanantia medandikakakakakmusepertiakakakakmssudtertawang tradansformasi ekeodanomi idandiodaiinisia kee arah diigitalisasi,Neutral
junaediahmad,Sun May 12 14:07:32 +0000 2024,Dokter ngga balik ke puskesmas sejak akhir Maret. Kondisi jalan jelek. Bayangin aja rumah menteri di IKN yang milyaran kemarin bisa mencegah hal-hal seperti ini.,Dokter ngga balik ke puskesmas sejak akhir Maret Kondisi jalan jelek Bayangin aja rumah menteri di IKN yang milyaran kemarin bisa mencegah halhal seperti ini,dokter ngga balik ke puskesmas sejak akhir maret kondisi jalan jelek bayangin aja rumah menteri di ikn yang milyaran kemarin bisa mencegah halhal seperti ini,"['dokter', 'ngga', 'balik', 'ke', 'puskesmas', 'sejak', 'akhir', 'maret', 'kondisi', 'jalan', 'jelek', 'bayangin', 'aja', 'rumah', 'menteri', 'di', 'ikn', 'yang', 'milyaran', 'kemarin', 'bisa', 'mencegah', 'halhal', 'seperti', 'ini']","['dokter', 'ngga', 'puskesmas', 'maret', 'kondisi', 'jalan', 'jelek', 'bayangin', 'aja', 'rumah', 'menteri', 'ikn', 'milyaran', 'kemarin', 'mencegah', 'halhal']","['dokter', 'ngga', 'puskesmas', 'maret', 'kondisi', 'jalan', 'jelek', 'bayangin', 'aja', 'rumah', 'menteri', 'ikn', 'milyaran', 'kemarin', 'mencegah', 'halhal']",dioketer datidak balike kee pkakakakakmuskeesamas sejssaiyaadanga ssaiyaadangahair mareplyat keodandiisi ssajalahdan jeleke bisaaiyaadanjkakakakakmuragadangidan sassajaa barkakakakakmumah medanteri dii ikedan iyaadang miliyaaradan keemaridan medancewasepertiakakakakmukegah tertahkakakakakmual tertahkakakakakmual idaini,Neutral
Matisyahdu17,Sun May 12 14:06:47 +0000 2024,@kompascom Agak Stress ini yg mengelola ikn kayanya, Agak Stress ini yg mengelola ikn kayanya,agak stress ini yg mengelola ikn kayanya,"['agak', 'stress', 'ini', 'yg', 'mengelola', 'ikn', 'kayanya']","['stress', 'yg', 'mengelola', 'ikn', 'kayanya']","['stress', 'yg', 'mengelola', 'ikn', 'kayanya']",diikeompascom agssaiyaadanga streplyass idaini yaang medangekakakakakmkakakakakmulanganah ikedan kesaiyaadanjkakakakakmuragadainiyaa,Neutral
supermeeng,Sun May 12 14:06:40 +0000 2024,@mrblameee Yaampun ampe ikn aktiv beroperasi kayanya gk lunas2, Yaampun ampe ikn aktiv beroperasi kayanya gk lunas2,yaampun ampe ikn aktiv beroperasi kayanya gk lunas,"['yaampun', 'ampe', 'ikn', 'aktiv', 'beroperasi', 'kayanya', 'gk', 'lunas']","['yaampun', 'ampe', 'ikn', 'aktiv', 'beroperasi', 'kayanya', 'gk', 'lunas']","['yaampun', 'ampe', 'ikn', 'aktiv', 'beroperasi', 'kayanya', 'gk', 'luna']",diimrbeliahmeee iyaaampkakakakakmssudtertawan asampai ikedan ssaiyaadangativ beroperasi kesaiyaadanjkakakakakmuragadainiyaa gke lkakakakakmssudtertawanas2,Neutral
agoeng_set,Sun May 12 14:05:47 +0000 2024,@peter_hari Kebetulan doank Kebetulan mau bangun IKN kebetulan tanahnya ada. Kebetulan nongol kasus timah HM Kebetulan pabrik Hashim tuntas. Semua cuma kebetulan saja, Kebetulan doank Kebetulan mau bangun IKN kebetulan tanahnya ada Kebetulan nongol kasus timah HM Kebetulan pabrik Hashim tuntas Semua cuma kebetulan saja,kebetulan doank kebetulan mau bangun ikn kebetulan tanahnya ada kebetulan nongol kasus timah hm kebetulan pabrik hashim tuntas semua cuma kebetulan saja,"['kebetulan', 'doank', 'kebetulan', 'mau', 'bangun', 'ikn', 'kebetulan', 'tanahnya', 'ada', 'kebetulan', 'nongol', 'kasus', 'timah', 'hm', 'kebetulan', 'pabrik', 'hashim', 'tuntas', 'semua', 'cuma', 'kebetulan', 'saja']","['doank', 'bangun', 'ikn', 'tanahnya', 'nongol', 'timah', 'hm', 'pabrik', 'hashim', 'tuntas']","['doank', 'bangun', 'ikn', 'tanahnya', 'nongol', 'timah', 'hm', 'pabrik', 'hashim', 'tuntas']",diipeter_tertahkakakakakmuari keebangetkakakakakmulanganahdan dioadanake keebangetkakakakakmulanganahdan mdikekenal sebagaimu badangkakakakakmssudtertawan ikedan keebangetkakakakakmulanganahdan tadantertawadainiyaaa adiaa keebangetkakakakakmulanganahdan danodangonline keaskakakakakmus timah hm keebangetkakakakakmulanganahdan pababarkakakakakmuike tertahkakakakakmuashaim tkakakakakmssudtertawantas semkakakakakmua ckakakakakmuma keebangetkakakakakmulanganahdan ssassajaa,Neutral
Duren___,Sun May 12 14:05:04 +0000 2024,MONAS Ga dipindah ke IKN kan?? Kuatir aja 50 Kg Emas nya jadi berkurang tuk tutup utang ,MONAS Ga dipindah ke IKN kan Kuatir aja 50 Kg Emas nya jadi berkurang tuk tutup utang ,monas ga dipindah ke ikn kan kuatir aja kg emas nya jadi berkurang tuk tutup utang,"['monas', 'ga', 'dipindah', 'ke', 'ikn', 'kan', 'kuatir', 'aja', 'kg', 'emas', 'nya', 'jadi', 'berkurang', 'tuk', 'tutup', 'utang']","['monas', 'ga', 'dipindah', 'ikn', 'kuatir', 'aja', 'kg', 'emas', 'nya', 'berkurang', 'tuk', 'tutup', 'utang']","['mona', 'ga', 'dipindah', 'ikn', 'kuatir', 'aja', 'kg', 'emas', 'nya', 'berkurang', 'tuk', 'tutup', 'utang']",mdikekenal sebagaimssudtertawanas ga diitapaidandiah kee ikedan keadan sepertiakakakakmuatir sassajaa 50 keg emas dainiyaa ssajadiai bersepertiakakakakmuradang tkakakakakmuke tkakakakakmuntukakakakakmup kakakakakmutadang,Neutral
phingan200,Sun May 12 14:04:23 +0000 2024,@StefanAntonio__ Yg bikin aturan aja ogah ngepos di ikn... teman2 pejabat yg saya kenal rata2 ogah pindah. Wakil cocok di sana istana udh disiapken. Ujung2nya akan seperti Australia., Yg bikin aturan aja ogah ngepos di ikn teman2 pejabat yg saya kenal rata2 ogah pindah Wakil cocok di sana istana udh disiapken Ujung2nya akan seperti Australia,yg bikin aturan aja ogah ngepos di ikn teman pejabat yg saya kenal rata ogah pindah wakil cocok di sana istana udh disiapken ujungnya akan seperti australia,"['yg', 'bikin', 'aturan', 'aja', 'ogah', 'ngepos', 'di', 'ikn', 'teman', 'pejabat', 'yg', 'saya', 'kenal', 'rata', 'ogah', 'pindah', 'wakil', 'cocok', 'di', 'sana', 'istana', 'udh', 'disiapken', 'ujungnya', 'akan', 'seperti', 'australia']","['yg', 'bikin', 'aturan', 'aja', 'ogah', 'ngepos', 'ikn', 'teman', 'pejabat', 'yg', 'kenal', 'ogah', 'pindah', 'wakil', 'cocok', 'istana', 'udh', 'disiapken', 'ujungnya', 'australia']","['yg', 'bikin', 'aturan', 'aja', 'ogah', 'ngepos', 'ikn', 'teman', 'pejabat', 'yg', 'kenal', 'ogah', 'pindah', 'wakil', 'cocok', 'istana', 'udh', 'disiapken', 'ujungnya', 'australia']",diistefadanadantodainio__ yaang bikeidan atkakakakakmuradan sassajaa mdikekenal sebagaimu dangepos dii ikedan temadan2 pessajabat yaang ssaiyaadanga keedakenal rata2 mdikekenal sebagaimu tapaidandiah wssaiyaadangail cocoke dii sadana nistadana kakakakakmssudahaih diisiapaenjtertawat kelamineedan kakakakakmujkakakakakmssudtertawang2dainiyaa ssaiyaadangaadan dikekenal sebagaimustralia,Neutral
alvunera,Sun May 12 14:00:04 +0000 2024,@detikcom Dengan IKN masalah selesai lanjut joget lagi , Dengan IKN masalah selesai lanjut joget lagi ,dengan ikn masalah selesai lanjut joget lagi,"['dengan', 'ikn', 'masalah', 'selesai', 'lanjut', 'joget', 'lagi']","['ikn', 'selesai', 'joget']","['ikn', 'selesai', 'joget']",diidietikecsamatadanom diedanjkakakakakmuragadan ikedan masalahh selesai lahdanjkakakakakmut joget lahgi,Neutral
kucing95649,Sun May 12 13:58:31 +0000 2024,@berisik_nya @MorphoMenelausX Yoi kirain dulu cuma PKS aja yng nggk mau pindah eh ternyata semua partai juga nggk mau pindah anggota dewan pusat nya ke IKN ,  Yoi kirain dulu cuma PKS aja yng nggk mau pindah eh ternyata semua partai juga nggk mau pindah anggota dewan pusat nya ke IKN ,yoi kirain dulu cuma pks aja yng nggk mau pindah eh ternyata semua partai juga nggk mau pindah anggota dewan pusat nya ke ikn,"['yoi', 'kirain', 'dulu', 'cuma', 'pks', 'aja', 'yng', 'nggk', 'mau', 'pindah', 'eh', 'ternyata', 'semua', 'partai', 'juga', 'nggk', 'mau', 'pindah', 'anggota', 'dewan', 'pusat', 'nya', 'ke', 'ikn']","['yoi', 'kirain', 'pks', 'aja', 'yng', 'nggk', 'pindah', 'eh', 'partai', 'nggk', 'pindah', 'anggota', 'dewan', 'pusat', 'nya', 'ikn']","['yoi', 'kirain', 'pks', 'aja', 'yng', 'nggk', 'pindah', 'eh', 'partai', 'nggk', 'pindah', 'anggota', 'dewan', 'pusat', 'nya', 'ikn']",diiberisike_dainiyaa diimdikekenal sebagaimurphomedaiinilahkakakakakmusx iyaai keiraidan dikakakakakmulanganakakakakakmu ckakakakakmuma penjtertawat kelamines sassajaa yadang danggke mdikekenal sebagaimu tapaidandiah eh terdainiyaata semkakakakakmua partai jkakakakakmuga danggke mdikekenal sebagaimu tapaidandiah adanggota diewadan pkakakakakmusat dainiyaa kee ikedan,Neutral
YNTKTS_mkmkmkmk,Sun May 12 13:58:31 +0000 2024,@democrazymedia Kenapa?? Ya karna untuk mengistimewakan pejabat kan pembangunan ikn bukan untuk rakyat tapi yang nanggung biayanya yaaaa rakyat lucu amat negriku, Kenapa Ya karna untuk mengistimewakan pejabat kan pembangunan ikn bukan untuk rakyat tapi yang nanggung biayanya yaaaa rakyat lucu amat negriku,kenapa ya karna untuk mengistimewakan pejabat kan pembangunan ikn bukan untuk rakyat tapi yang nanggung biayanya yaaaa rakyat lucu amat negriku,"['kenapa', 'ya', 'karna', 'untuk', 'mengistimewakan', 'pejabat', 'kan', 'pembangunan', 'ikn', 'bukan', 'untuk', 'rakyat', 'tapi', 'yang', 'nanggung', 'biayanya', 'yaaaa', 'rakyat', 'lucu', 'amat', 'negriku']","['ya', 'karna', 'mengistimewakan', 'pejabat', 'pembangunan', 'ikn', 'rakyat', 'nanggung', 'biayanya', 'yaaaa', 'rakyat', 'lucu', 'negriku']","['ya', 'karna', 'mengistimewakan', 'pejabat', 'pembangunan', 'ikn', 'rakyat', 'nanggung', 'biayanya', 'yaaaa', 'rakyat', 'lucu', 'negriku']",diidiemdikekenal sebagaimucrazyamedisiiia keedakenapaa iyaa keardana kakakakakmssudtertawantkakakakakmuke medangistimewssaiyaadangaadan pessajabat keadan pembakdangkakakakakmssudtertawanadan ikedan bkakakakakmukeadan kakakakakmssudtertawantkakakakakmuke rssaiyaadangsaiyaadangat tatapai iyaadang danadanggkakakakakmssudtertawang bisaiyaadanjkakakakakmuragadainiyaa iyaaaaa rssaiyaadangsaiyaadangat lkakakakakmuckakakakakmu samat daiinigede rasaisepertiakakakakmu,Neutral
HandokoDjuli,Sun May 12 13:58:00 +0000 2024,@T0M5helby Kmi dukung stop ikn. Periksa pak lurah, Kmi dukung stop ikn Periksa pak lurah,kmi dukung stop ikn periksa pak lurah,"['kmi', 'dukung', 'stop', 'ikn', 'periksa', 'pak', 'lurah']","['kmi', 'dukung', 'stop', 'ikn', 'periksa', 'lurah']","['kmi', 'dukung', 'stop', 'ikn', 'periksa', 'lurah']",diit0m5helbya kemi dikakakakakmusepertiakakakakmssudtertawang stop ikedan perikesa pssaiyaadanga lkakakakakmurah,Neutral
komoharitsableh,Sun May 12 13:57:28 +0000 2024,@ilhammuzakki Oh iya deng berarti dah siap kalo Senin-Rabu siang di Jkt Rabu sore - Jumat pagi di IKN sabtu balik lagi., Oh iya deng berarti dah siap kalo SeninRabu siang di Jkt Rabu sore  Jumat pagi di IKN sabtu balik lagi,oh iya deng berarti dah siap kalo seninrabu siang di jkt rabu sore jumat pagi di ikn sabtu balik lagi,"['oh', 'iya', 'deng', 'berarti', 'dah', 'siap', 'kalo', 'seninrabu', 'siang', 'di', 'jkt', 'rabu', 'sore', 'jumat', 'pagi', 'di', 'ikn', 'sabtu', 'balik', 'lagi']","['oh', 'iya', 'deng', 'dah', 'kalo', 'seninrabu', 'siang', 'jkt', 'rabu', 'sore', 'jumat', 'pagi', 'ikn', 'sabtu']","['oh', 'iya', 'deng', 'dah', 'kalo', 'seninrabu', 'siang', 'jkt', 'rabu', 'sore', 'jumat', 'pagi', 'ikn', 'sabtu']",diiiltertahkakakakakmuammkakakakakmuzssaiyaadangakei iiyaa diedang diah kedikekenal sebagaimkakakakakmu sedainidan rabkakakakakmu siadang dii jket rabkakakakakmu soreplya jkakakakakmumat pagi dii ikedan sabkakakakakmuatkakakakakmu balike lahgi,Neutral
CollinTomm63057,Sun May 12 13:48:40 +0000 2024,@RaisaTjokrodnta @aniesbaswedan Anjing....mikir ikn dan hilirisasi.....mikir rakyat kelaparan anjing,  Anjingmikir ikn dan hilirisasimikir rakyat kelaparan anjing,anjingmikir ikn dan hilirisasimikir rakyat kelaparan anjing,"['anjingmikir', 'ikn', 'dan', 'hilirisasimikir', 'rakyat', 'kelaparan', 'anjing']","['anjingmikir', 'ikn', 'hilirisasimikir', 'rakyat', 'kelaparan', 'anjing']","['anjingmikir', 'ikn', 'hilirisasimikir', 'rakyat', 'kelaparan', 'anjing']",diiraisatjokerodidanta diiadaiinisbaswedisiiadan adanjidang mikeir ikedan diadan hailirisasi mikeir rssaiyaadangsaiyaadangat keelahparadan adanjidang,Neutral
